staffID,name,dateOfBirth,phoneNumber,gender,address,position
N06214,Cristie de Marco,28/12/1906,010-8987592,M,"91473 Logan Drive, 06952, Selangor",nurse
N45437,Felicia Fursse,24/5/1913,011-47888351,F,"611 Melody Lane, 96765, Putrajaya",nurse
D23823,Page Hanse,16/12/1941,011-44263030,F,"547 Bashford Hill, 86580, Kedah",doctor
D64564,Elvera Brambill,20/7/1980,011-67406259,M,"25 Delaware Road, 60454, Kedah",doctor
N53201,Kain Roggero,29/1/1964,011-18804671,F,"32958 Sunnyside Way, 67333, Selangor",nurse
N60979,Erek Cornilleau,8/3/1962,011-12624225,F,"18 Green Pass, 29498, Perlis",nurse
N40134,Emelen Scrowton,11/10/1980,019-5323205,F,"7480 Duke Alley, 22649, Kuala Lumpur",nurse
D32269,Stephenie Spittles,19/1/1938,011-73146897,M,"4391 Shopko Avenue, 82288, Penang",doctor
N85192,Riane Tamblingson,14/9/1983,019-3202940,F,"5 Barby Circle, 39452, Johor",nurse
D29251,Ravi Iacabucci,6/10/1945,014-4882456,F,"51445 Fordem Trail, 83423, Kedah",doctor
N86489,Ellie Bamblett,18/3/1924,018-3687122,F,"6163 Rigney Court, 62852, Melaka",nurse
N16304,Aurilia Antoszczyk,5/1/1906,010-4565156,F,"353 Hayes Trail, 80931, Pahang",nurse
N18775,Conni Terrill,27/2/1943,010-1108440,F,"0017 Corscot Road, 63143, Penang",nurse
D04237,Davidson Thunder,9/2/1962,010-7108726,F,"28660 Scott Plaza, 77827, Negeri Sembilan",doctor
N48987,Meggy Sottell,19/1/1946,011-48686246,M,"80300 Banding Place, 99574, Pahang",nurse
D84204,Noble Iggulden,10/8/1927,010-3943567,M,"37 Beilfuss Terrace, 05155, Sabah",doctor
D14349,Iain Brookhouse,12/7/1940,019-1847702,M,"72 Derek Court, 79370, Sarawak",doctor
D69876,Ortensia Schule,10/3/1989,011-99314820,F,"7 Nancy Street, 97279, Putrajaya",doctor
D27192,Thedrick Birtwhistle,27/3/1980,011-08034269,F,"0511 Warrior Junction, 04092, Selangor",doctor
N37459,Janel Croxall,14/2/1932,011-25287449,M,"0378 Westridge Crossing, 26647, Penang",nurse
D39226,Frederick McCandie,29/1/1932,019-2249384,F,"8322 Waywood Trail, 79892, Kelantan",doctor
N77198,Sheeree Fell,21/9/1925,011-66763244,M,"7727 Blue Bill Park Crossing, 38345, Putrajaya",nurse
N81554,Judah Chauvey,3/6/1990,011-85385509,M,"764 Golf Street, 60043, Negeri Sembilan",nurse
N42761,Ellis Hallgalley,5/11/1985,016-9980587,F,"652 Jay Parkway, 85943, Melaka",nurse
N26310,Stephana Lavalle,25/10/1903,019-4142414,M,"1 Melody Plaza, 37341, Terengganu",nurse
D40947,Mabelle Worts,13/7/1994,010-5064095,F,"2436 Bartillon Hill, 34759, Melaka",doctor
N34734,Vergil Rennebeck,21/8/1933,011-86695837,M,"55 Meadow Vale Point, 95052, Melaka",nurse
D35925,Antons Shurman,26/8/1951,019-6633179,F,"65 Stone Corner Alley, 65770, Putrajaya",doctor
D38460,Maighdiln Sheaf,16/2/1997,011-05507946,M,"7 Pearson Circle, 51106, Sabah",doctor
N76763,Gretal Hamley,6/11/1993,014-4091800,M,"4041 Fairfield Hill, 15803, Sarawak",nurse
D66772,Louella Itskovitz,6/10/1938,017-0275401,M,"26 Kropf Circle, 64441, Kelantan",doctor
N48723,Kipp Hullock,1/1/1987,011-57412996,M,"7920 Magdeline Alley, 40686, Selangor",nurse
D44071,Tabatha Wye,3/5/1936,011-61405832,F,"35449 Pawling Parkway, 00735, Johor",doctor
N94937,Kellsie Servante,7/10/1964,018-6301824,M,"069 La Follette Point, 07257, Johor",nurse
D38164,Ira Eglin,29/10/1904,010-9305508,M,"440 Nevada Park, 28714, Sarawak",doctor
N05476,Griselda Philcott,5/11/1958,019-8764471,M,"26 Gateway Park, 72179, Melaka",nurse
N56687,Mommy Joplin,1/3/1992,010-4581241,F,"80085 Lyons Avenue, 42267, Kuala Lumpur",nurse
D65529,Dilly Jeannenet,23/8/1922,019-2959531,F,"5 Colorado Drive, 66801, Johor",doctor
D88731,Thomasin Stoate,16/8/1999,017-8436242,F,"55195 Mifflin Alley, 95212, Terengganu",doctor
D92642,Petunia Ewebank,10/10/1992,011-85692860,M,"991 North Pass, 76212, Melaka",doctor
N60594,Noll Edy,23/11/1945,019-8226110,F,"871 Mcguire Pass, 38599, Labuan",nurse
N69954,Otho Maffy,7/4/1983,019-0148937,F,"5 Gerald Hill, 53211, Terengganu",nurse
D44747,Krystalle Grinston,5/10/1980,011-56645528,F,"7363 Vera Terrace, 62770, Terengganu",doctor
D30096,Kim Ilson,10/8/1944,011-69589008,M,"6 Towne Street, 37581, Sabah",doctor
N11120,Susannah D'Elia,27/11/1901,010-6094845,F,"39286 Bultman Pass, 04223, Kedah",nurse
N83559,Hardy Ropkes,7/8/1914,011-23309473,M,"49 Maple Drive, 82201, Perlis",nurse
D29088,Brent Boig,15/2/1934,017-3205003,M,"46 Park Meadow Circle, 84713, Kuala Lumpur",doctor
N66535,Mandie Tatnell,11/5/1901,011-48369454,F,"54 Sherman Terrace, 57870, Kedah",nurse
N50939,Kelly Wace,21/10/1974,010-5655240,F,"26424 Kinsman Center, 16937, Labuan",nurse
N98413,Jaquenetta Atwel,11/6/1965,018-9986889,F,"07579 Northwestern Place, 90494, Terengganu",nurse
N73936,Isobel Loren,28/10/1960,018-6164326,F,"5718 Fulton Park, 53759, Perak",nurse
D33966,Kerby Josephson,3/7/1917,010-2113737,M,"036 Nancy Alley, 87406, Sarawak",doctor
D25024,Dennie Waryk,19/4/1944,011-47288259,M,"13 Vahlen Place, 97973, Terengganu",doctor
N09343,Claus Thornborrow,31/3/1908,019-2657745,M,"16 Duke Pass, 58394, Pahang",nurse
N83444,Willard Bondar,13/6/1949,019-0209497,M,"7 Lyons Court, 96700, Negeri Sembilan",nurse
N81908,Gilburt Phelip,11/6/1924,019-9287321,F,"0813 Saint Paul Place, 79608, Kuala Lumpur",nurse
N29509,Mateo Franchyonok,24/10/1958,011-88668547,F,"941 Eagan Point, 33387, Negeri Sembilan",nurse
D76840,Mitchell Dettmar,23/9/1932,019-4205723,F,"961 Bayside Hill, 81289, Negeri Sembilan",doctor
N30356,Stavros Gioan,3/8/1934,018-4163998,M,"69044 Johnson Crossing, 90360, Kelantan",nurse
N13757,Haily Crinkley,29/10/1925,019-9396838,F,"5 Oak Point, 22696, Putrajaya",nurse
N86205,Bronson Treffry,18/2/1982,010-5203704,M,"5469 Barnett Trail, 68056, Labuan",nurse
D32982,Buck Champley,30/8/1972,017-7930695,F,"796 American Plaza, 29616, Penang",doctor
D97373,George Gay,11/11/1910,019-1839456,M,"723 Linden Pass, 12595, Labuan",doctor
D21001,Demeter Desesquelle,27/9/1968,019-3628335,F,"207 Fieldstone Pass, 27776, Pahang",doctor
D32315,Kath Sumnall,30/11/1979,019-0259883,F,"564 Carpenter Park, 79498, Perak",doctor
N16453,Christen Boarleyson,29/5/1949,017-1700505,M,"47201 Onsgard Court, 89138, Sabah",nurse
N44348,Alicia Leuty,6/12/1926,010-5221217,M,"527 Johnson Street, 84519, Johor",nurse
N06804,Jaymee Jotcham,8/4/1992,011-90766158,F,"094 Arkansas Parkway, 25417, Sabah",nurse
D31327,Keith Yerrall,13/3/1986,010-2646136,F,"4 Bashford Avenue, 80195, Sarawak",doctor
D07306,Fern Peak,15/4/1916,010-2772898,M,"2312 Walton Crossing, 37678, Kuala Lumpur",doctor
N57344,Malia Cawcutt,12/5/1980,017-0898756,M,"4 Warrior Lane, 23402, Perak",nurse
D50952,Cesaro Pepin,23/10/1955,010-3114476,M,"1 Golf Pass, 86622, Perlis",doctor
N45112,Fonsie Damato,17/12/1941,019-6842243,F,"09834 Shelley Parkway, 50089, Pahang",nurse
N62111,Hamid Marusik,15/12/1983,018-3361867,F,"97449 Atwood Crossing, 16017, Sarawak",nurse
D24163,Bevan Washtell,2/7/1967,010-7372746,M,"8 Susan Alley, 46116, Johor",doctor
D87596,Maryjo Goward,18/5/1933,017-0330309,F,"13906 Gerald Road, 91962, Kelantan",doctor
D69801,Reiko Stawell,24/2/1957,019-5059021,M,"436 Elgar Lane, 70598, Penang",doctor
N95359,Dale Dalliwatr,19/7/1993,019-5021750,F,"117 Farwell Alley, 17863, Putrajaya",nurse
N57097,Kelly Vause,1/1/1988,012-2570429,F,"2069 Vernon Circle, 08309, Kuala Lumpur",nurse
N14921,Marcellus Spancock,26/10/1955,019-7697340,F,"0298 Bluejay Terrace, 67127, Negeri Sembilan",nurse
N61712,Lynna Rout,8/2/1946,019-4410066,M,"25323 Pawling Avenue, 36263, Labuan",nurse
D27858,Allin Cowgill,19/9/1935,012-6278209,F,"90530 John Wall Trail, 08078, Sabah",doctor
N86747,Peta O'Hartnedy,9/3/1979,011-53832422,M,"99 Elmside Trail, 43875, Sabah",nurse
N67788,Linoel Quadrio,7/1/1933,019-2153047,F,"97744 Hauk Alley, 16458, Pahang",nurse
D26793,Verile Scarce,5/9/1967,010-3676159,M,"0879 Buena Vista Hill, 67650, Kedah",doctor
D62521,Prinz Frayling,10/6/1995,010-4813004,M,"97059 Bellgrove Parkway, 47848, Selangor",doctor
D56124,Marie-ann Balducci,3/10/1937,019-6122589,F,"3 6th Lane, 57041, Putrajaya",doctor
D43138,Evelin Penhall,21/7/1943,011-61439937,F,"429 Caliangt Terrace, 57843, Sarawak",doctor
N88589,Yoko Pontin,8/8/1977,011-50275549,F,"5 Loomis Drive, 54034, Johor",nurse
D44524,Erskine Skeldon,23/8/1956,010-5227166,M,"9966 International Avenue, 68178, Johor",doctor
N16655,Vinni Bossom,5/1/1926,019-2283199,M,"66993 Kinsman Center, 09216, Penang",nurse
D18942,Edmon Malster,3/2/1940,010-3320797,M,"79 Hoffman Way, 56908, Melaka",doctor
D04324,Adelheid Oldaker,30/3/1930,019-2261647,M,"2 Laurel Drive, 77542, Sabah",doctor
N05603,Gus Gouldie,4/11/1974,018-5618265,F,"6 Carberry Road, 83106, Penang",nurse
D13743,Cosette Quinet,15/3/1962,016-3591441,F,"966 Grim Avenue, 23927, Perak",doctor
D26085,Alden Havenhand,17/5/1907,011-27742713,F,"8 Northview Drive, 69854, Johor",doctor
N98227,Almeta Jonczyk,8/4/1910,010-3547373,M,"721 Westerfield Street, 85213, Putrajaya",nurse
D92418,Sean Mc Meekan,15/8/1936,018-3345230,F,"48883 6th Alley, 19963, Kelantan",doctor
D14373,Franky Lamey,13/9/1941,011-26705275,F,"3965 Fallview Way, 46327, Sabah",doctor
N71403,Nev Borrington,23/7/1950,011-51665983,F,"15 Grayhawk Terrace, 81851, Kedah",nurse
N89638,Zora Millott,6/10/1971,019-5505204,F,"40 Clemons Point, 52370, Putrajaya",nurse
N32785,Brande Wrotham,26/6/1950,018-5030711,F,"3208 Browning Parkway, 44091, Melaka",nurse
D85124,Fred Siene,14/9/1995,011-98372531,M,"37532 Shoshone Avenue, 66693, Sabah",doctor
D63769,Aland Pauls,18/11/1922,019-3649024,F,"10447 Johnson Way, 14592, Labuan",doctor
D98940,Perry Pendred,26/3/1999,018-0960292,M,"4358 Grasskamp Court, 22966, Kedah",doctor
D57693,Kristos Steynor,31/3/1907,017-1502806,F,"0 Forest Dale Lane, 66246, Terengganu",doctor
N27882,Trish Giaomozzo,15/5/1995,010-2486150,M,"213 Bartillon Trail, 34686, Johor",nurse
N30405,Calvin Prandin,18/9/1972,019-5945928,M,"8596 Scofield Lane, 34770, Sarawak",nurse
D76622,Pepe Runham,10/4/1911,019-0511578,F,"26154 Emmet Street, 01846, Perlis",doctor
N73413,Lizabeth Saunper,1/6/1961,010-2401155,F,"605 Arizona Circle, 80212, Perlis",nurse
N30964,Thomasina Arnfield,27/9/1955,019-6737662,M,"8693 Messerschmidt Court, 40019, Sarawak",nurse
D94630,Freedman Colville,21/10/1935,018-7009294,F,"38666 Sunfield Alley, 44873, Pahang",doctor
N20267,Brigitta Guess,28/4/1910,011-83033167,M,"355 Randy Point, 40137, Sabah",nurse
D69921,Kai Arnott,2/6/1993,019-3703584,M,"1456 Kedzie Drive, 74041, Penang",doctor
N49241,Vivyanne Hagergham,31/1/1916,011-14073930,F,"31 Granby Alley, 70678, Putrajaya",nurse
N26646,Dalila Matherson,7/7/1913,010-9800932,F,"65 Dapin Avenue, 79181, Terengganu",nurse
D59118,Jobye Allerton,21/2/1918,018-3303140,F,"17 Judy Terrace, 24645, Kelantan",doctor
N83886,Conrade Frodsam,7/1/1962,011-23398383,M,"174 Springs Way, 32398, Labuan",nurse
D66250,Hermina Solan,13/5/1996,011-10329118,M,"6120 Troy Way, 22837, Kedah",doctor
N06155,Georgette Follin,2/5/1950,019-1392629,F,"4 Summerview Way, 77718, Kuala Lumpur",nurse
N10998,Vincenty Penritt,16/12/1931,011-82429546,M,"44 Forest Dale Way, 10519, Putrajaya",nurse
N52228,Claiborne Collop,11/9/1928,019-7716573,F,"98 Spohn Crossing, 92750, Labuan",nurse
N88220,Sonny Ziemke,31/5/1953,010-8385600,F,"6938 Mallory Court, 08824, Kelantan",nurse
D42874,Silva Thoday,24/12/1905,010-2574210,F,"4256 Loomis Alley, 02649, Putrajaya",doctor
N65068,Adelind Mattussevich,27/5/1924,011-48048482,F,"48 Charing Cross Way, 65426, Johor",nurse
D01946,Daffy Dunston,19/5/1944,019-9098108,F,"81161 Hoffman Circle, 92089, Kuala Lumpur",doctor
D21095,Emmy Joincey,31/1/1968,011-54948329,F,"7 Morrow Center, 18418, Kedah",doctor
N24253,Otto McIlherran,20/12/1984,011-87211282,M,"34 Independence Trail, 78896, Pahang",nurse
D18405,Pinchas O'Longain,23/4/1965,018-4550255,F,"49 Buhler Street, 46599, Kelantan",doctor
D89407,Alena Burrill,15/12/1996,010-4045890,M,"21354 Merrick Terrace, 30995, Putrajaya",doctor
N66813,Jania Brennenstuhl,30/4/1999,010-0872122,F,"02360 Hudson Plaza, 07664, Putrajaya",nurse
N17069,Deerdre Blitzer,17/5/1942,010-9459396,F,"276 Scott Place, 59129, Sarawak",nurse
N50600,Nelson Eyton,4/9/1929,017-4872540,M,"7623 Lindbergh Terrace, 51465, Penang",nurse
D06788,Raimund Ballendine,11/2/1936,011-80903808,F,"299 Coolidge Circle, 16112, Perlis",doctor
D54702,Vincents Van Saltsberg,26/4/1946,019-3204700,F,"19 Lakewood Gardens Alley, 65082, Terengganu",doctor
N01271,Jeane Carayol,1/7/1974,017-4999672,F,"593 Shasta Drive, 79917, Melaka",nurse
N62454,Jenda Kob,13/12/1985,019-9795304,F,"2 Laurel Drive, 99137, Kelantan",nurse
N96392,Brooke Cawthorn,26/3/1939,019-5448979,F,"30 Oriole Alley, 98766, Sarawak",nurse
N59056,Bevan Callum,9/9/1941,010-4539482,F,"58 Loomis Pass, 04380, Melaka",nurse
D49497,Tabbi De Lascy,2/2/1995,019-2600627,F,"118 Butternut Trail, 57729, Sarawak",doctor
D70596,Bail Bartoleyn,5/11/1960,018-1874742,M,"23 Mayer Center, 91263, Kuala Lumpur",doctor
N91683,Benedicta Duthie,7/4/1920,011-31403811,F,"56706 Fuller Crossing, 24050, Sarawak",nurse
N07922,Roda Haddeston,24/7/1963,013-0980056,F,"38066 Johnson Plaza, 92416, Kedah",nurse
D15999,Arluene Lavens,28/7/1951,017-7276689,F,"213 Tomscot Street, 50148, Perlis",doctor
D18137,Garrett Whitehorne,22/12/1953,016-1888683,F,"7556 Golf Course Road, 10425, Terengganu",doctor
N83169,Errick Rosoman,16/7/1965,010-4841129,M,"88 Hauk Road, 35830, Pahang",nurse
N56117,Kristofor Hadrill,28/6/1978,017-5453429,M,"9 Kim Hill, 02455, Terengganu",nurse
D30094,Faydra Pires,16/3/1934,013-3946728,M,"3338 Westport Street, 24445, Labuan",doctor
D12964,Josie Wylder,10/7/1912,011-04957317,F,"4 Delaware Crossing, 13487, Kelantan",doctor
D72472,Alaine Blaine,8/4/1979,019-8680433,F,"73721 Carberry Trail, 22335, Pahang",doctor
N17340,Loree Steward,9/5/1987,019-5371788,M,"179 Sugar Pass, 32295, Labuan",nurse
N38926,Merrile Pendlebery,15/9/1921,019-4490557,M,"2376 Utah Avenue, 05447, Kuala Lumpur",nurse
N34394,Humberto Braycotton,3/12/1962,011-64810502,M,"8 Scott Alley, 82455, Penang",nurse
N43856,Janey Kime,24/7/1963,011-01532380,M,"6436 Randy Plaza, 94987, Terengganu",nurse
D89622,Geneva Donnersberg,1/10/1934,019-0255449,F,"8832 Pine View Junction, 84819, Sarawak",doctor
D63951,Carolina Knivett,12/5/1934,010-8608091,F,"8 Amoth Circle, 12247, Sarawak",doctor
N10628,Hartley Deane,13/2/1929,019-8340831,F,"240 Amoth Terrace, 73066, Labuan",nurse
D80245,Lilla Hagwood,14/4/1983,011-98112850,M,"835 8th Lane, 22412, Kuala Lumpur",doctor
D59461,Lisabeth Passie,25/5/1964,018-4274711,F,"03248 Carey Park, 00766, Selangor",doctor
N12426,Petronilla Pablo,11/8/1966,018-4194904,F,"0589 Carioca Place, 21233, Kedah",nurse
N35547,Greta Claughton,2/12/1960,017-0806492,M,"5025 Northwestern Street, 65300, Labuan",nurse
D02011,Doralia Colisbe,6/2/1971,019-0448498,M,"844 Evergreen Trail, 46166, Sarawak",doctor
N69120,Hewie Canelas,11/5/1980,018-9431066,F,"277 Arapahoe Place, 50702, Kedah",nurse
N96957,Farra Westrip,29/5/1966,019-3703922,M,"3 Thierer Trail, 21948, Sarawak",nurse
N61302,Bette-ann Seyler,4/2/1937,014-0860661,F,"75538 Forest Place, 33887, Kelantan",nurse
N14728,Vassily Garioch,31/7/1972,019-9334736,M,"5 Kipling Way, 22493, Melaka",nurse
N26024,Cherye O'Dogherty,27/8/1958,010-3333100,M,"45317 8th Pass, 16892, Selangor",nurse
N42628,Dierdre Dominico,4/12/1902,018-8463655,F,"83003 Esch Avenue, 22038, Terengganu",nurse
D18803,Jessica Legen,6/3/1918,019-6976778,F,"10 La Follette Road, 51971, Terengganu",doctor
N72251,Huntlee Godman,19/12/1914,011-86853289,M,"6 Cambridge Terrace, 07658, Kelantan",nurse
N33394,Ebonee Pulford,1/2/1903,010-5202086,M,"78 Dixon Road, 77925, Johor",nurse
D58560,Katina Marcussen,25/9/1939,010-1595284,F,"877 Katie Plaza, 80187, Melaka",doctor
D19511,Kennett Brownlee,10/7/1936,010-0445233,F,"44113 Prairieview Junction, 27288, Labuan",doctor
N88017,Jacintha Sackes,2/3/1980,018-3390844,F,"0 Golf Course Avenue, 07000, Penang",nurse
D96918,Cherye Pezey,4/8/1940,019-1080454,F,"12606 Oxford Junction, 31407, Kelantan",doctor
D08350,Cristie Ackermann,13/11/1985,019-6372344,F,"146 Portage Plaza, 13500, Kelantan",doctor
D78278,Royal Piaggia,10/8/1984,019-1052117,M,"0419 Dawn Trail, 39997, Johor",doctor
